index,field,pv,value,read-only
769,bba_offset_x,SR09S-DI-EBPM-01:CF:BBA_X_S,0,False
769,bba_offset_y,SR09S-DI-EBPM-01:CF:BBA_Y_S,0,False
782,golden_offset_x,SR09S-DI-EBPM-02:CF:GOLDEN_X_S,0,False
782,golden_offset_y,SR09S-DI-EBPM-02:CF:GOLDEN_Y_S,0,False
782,bcd_offset_x,SR09S-DI-EBPM-02:CF:BCD_X_S,0,False
782,bcd_offset_y,SR09S-DI-EBPM-02:CF:BCD_Y_S,0,False
782,bba_offset_x,SR09S-DI-EBPM-02:CF:BBA_X_S,0,False
782,bba_offset_y,SR09S-DI-EBPM-02:CF:BBA_Y_S,0,False
797,golden_offset_x,SR09C-DI-EBPM-01:CF:GOLDEN_X_S,0,False
797,golden_offset_y,SR09C-DI-EBPM-01:CF:GOLDEN_Y_S,0,False
797,bcd_offset_x,SR09C-DI-EBPM-01:CF:BCD_X_S,0,False
797,bcd_offset_y,SR09C-DI-EBPM-01:CF:BCD_Y_S,0,False
797,bba_offset_x,SR09C-DI-EBPM-01:CF:BBA_X_S,0,False
797,bba_offset_y,SR09C-DI-EBPM-01:CF:BBA_Y_S,0,False
819,golden_offset_x,SR09C-DI-EBPM-02:CF:GOLDEN_X_S,0,False
819,golden_offset_y,SR09C-DI-EBPM-02:CF:GOLDEN_Y_S,0,False
819,bcd_offset_x,SR09C-DI-EBPM-02:CF:BCD_X_S,0,False
819,bcd_offset_y,SR09C-DI-EBPM-02:CF:BCD_Y_S,0,False
819,bba_offset_x,SR09C-DI-EBPM-02:CF:BBA_X_S,0,False
819,bba_offset_y,SR09C-DI-EBPM-02:CF:BBA_Y_S,0,False
825,golden_offset_x,SR09C-DI-EBPM-03:CF:GOLDEN_X_S,0,False
825,golden_offset_y,SR09C-DI-EBPM-03:CF:GOLDEN_Y_S,0,False
825,bcd_offset_x,SR09C-DI-EBPM-03:CF:BCD_X_S,0,False
825,bcd_offset_y,SR09C-DI-EBPM-03:CF:BCD_Y_S,0,False
825,bba_offset_x,SR09C-DI-EBPM-03:CF:BBA_X_S,0,False
825,bba_offset_y,SR09C-DI-EBPM-03:CF:BBA_Y_S,0,False
833,golden_offset_x,SR09C-DI-EBPM-04:CF:GOLDEN_X_S,0,False
833,golden_offset_y,SR09C-DI-EBPM-04:CF:GOLDEN_Y_S,0,False
833,bcd_offset_x,SR09C-DI-EBPM-04:CF:BCD_X_S,0,False
833,bcd_offset_y,SR09C-DI-EBPM-04:CF:BCD_Y_S,0,False
833,bba_offset_x,SR09C-DI-EBPM-04:CF:BBA_X_S,0,False
833,bba_offset_y,SR09C-DI-EBPM-04:CF:BBA_Y_S,0,False
847,golden_offset_x,SR09C-DI-EBPM-05:CF:GOLDEN_X_S,0,False
847,golden_offset_y,SR09C-DI-EBPM-05:CF:GOLDEN_Y_S,0,False
847,bcd_offset_x,SR09C-DI-EBPM-05:CF:BCD_X_S,0,False
847,bcd_offset_y,SR09C-DI-EBPM-05:CF:BCD_Y_S,0,False
847,bba_offset_x,SR09C-DI-EBPM-05:CF:BBA_X_S,0,False
847,bba_offset_y,SR09C-DI-EBPM-05:CF:BBA_Y_S,0,False
857,golden_offset_x,SR09C-DI-EBPM-06:CF:GOLDEN_X_S,0,False
857,golden_offset_y,SR09C-DI-EBPM-06:CF:GOLDEN_Y_S,0,False
857,bcd_offset_x,SR09C-DI-EBPM-06:CF:BCD_X_S,0,False
857,bcd_offset_y,SR09C-DI-EBPM-06:CF:BCD_Y_S,0,False
857,bba_offset_x,SR09C-DI-EBPM-06:CF:BBA_X_S,0,False
857,bba_offset_y,SR09C-DI-EBPM-06:CF:BBA_Y_S,0,False
867,golden_offset_x,SR09C-DI-EBPM-07:CF:GOLDEN_X_S,0,False
867,golden_offset_y,SR09C-DI-EBPM-07:CF:GOLDEN_Y_S,0,False
867,bcd_offset_x,SR09C-DI-EBPM-07:CF:BCD_X_S,0,False
867,bcd_offset_y,SR09C-DI-EBPM-07:CF:BCD_Y_S,0,False
867,bba_offset_x,SR09C-DI-EBPM-07:CF:BBA_X_S,0,False
867,bba_offset_y,SR09C-DI-EBPM-07:CF:BBA_Y_S,0,False
917,golden_offset_x,SR10C-DI-EBPM-01:CF:GOLDEN_X_S,0,False
917,golden_offset_y,SR10C-DI-EBPM-01:CF:GOLDEN_Y_S,0,False
917,bcd_offset_x,SR10C-DI-EBPM-01:CF:BCD_X_S,0,False
917,bcd_offset_y,SR10C-DI-EBPM-01:CF:BCD_Y_S,0,False
917,bba_offset_x,SR10C-DI-EBPM-01:CF:BBA_X_S,0,False
917,bba_offset_y,SR10C-DI-EBPM-01:CF:BBA_Y_S,0,False
933,golden_offset_x,SR10C-DI-EBPM-02:CF:GOLDEN_X_S,0,False
933,golden_offset_y,SR10C-DI-EBPM-02:CF:GOLDEN_Y_S,0,False
933,bcd_offset_x,SR10C-DI-EBPM-02:CF:BCD_X_S,0,False
933,bcd_offset_y,SR10C-DI-EBPM-02:CF:BCD_Y_S,0,False
933,bba_offset_x,SR10C-DI-EBPM-02:CF:BBA_X_S,0,False
933,bba_offset_y,SR10C-DI-EBPM-02:CF:BBA_Y_S,0,False
939,golden_offset_x,SR10C-DI-EBPM-03:CF:GOLDEN_X_S,0,False
939,golden_offset_y,SR10C-DI-EBPM-03:CF:GOLDEN_Y_S,0,False
939,bcd_offset_x,SR10C-DI-EBPM-03:CF:BCD_X_S,0,False
939,bcd_offset_y,SR10C-DI-EBPM-03:CF:BCD_Y_S,0,False
939,bba_offset_x,SR10C-DI-EBPM-03:CF:BBA_X_S,0,False
939,bba_offset_y,SR10C-DI-EBPM-03:CF:BBA_Y_S,0,False
947,golden_offset_x,SR10C-DI-EBPM-04:CF:GOLDEN_X_S,0,False
947,golden_offset_y,SR10C-DI-EBPM-04:CF:GOLDEN_Y_S,0,False
947,bcd_offset_x,SR10C-DI-EBPM-04:CF:BCD_X_S,0,False
947,bcd_offset_y,SR10C-DI-EBPM-04:CF:BCD_Y_S,0,False
947,bba_offset_x,SR10C-DI-EBPM-04:CF:BBA_X_S,0,False
947,bba_offset_y,SR10C-DI-EBPM-04:CF:BBA_Y_S,0,False
961,golden_offset_x,SR10C-DI-EBPM-05:CF:GOLDEN_X_S,0,False
961,golden_offset_y,SR10C-DI-EBPM-05:CF:GOLDEN_Y_S,0,False
961,bcd_offset_x,SR10C-DI-EBPM-05:CF:BCD_X_S,0,False
961,bcd_offset_y,SR10C-DI-EBPM-05:CF:BCD_Y_S,0,False
961,bba_offset_x,SR10C-DI-EBPM-05:CF:BBA_X_S,0,False
961,bba_offset_y,SR10C-DI-EBPM-05:CF:BBA_Y_S,0,False
971,golden_offset_x,SR10C-DI-EBPM-06:CF:GOLDEN_X_S,0,False
971,golden_offset_y,SR10C-DI-EBPM-06:CF:GOLDEN_Y_S,0,False
971,bcd_offset_x,SR10C-DI-EBPM-06:CF:BCD_X_S,0,False
971,bcd_offset_y,SR10C-DI-EBPM-06:CF:BCD_Y_S,0,False
971,bba_offset_x,SR10C-DI-EBPM-06:CF:BBA_X_S,0,False
971,bba_offset_y,SR10C-DI-EBPM-06:CF:BBA_Y_S,0,False
981,golden_offset_x,SR10C-DI-EBPM-07:CF:GOLDEN_X_S,0,False
981,golden_offset_y,SR10C-DI-EBPM-07:CF:GOLDEN_Y_S,0,False
981,bcd_offset_x,SR10C-DI-EBPM-07:CF:BCD_X_S,0,False
981,bcd_offset_y,SR10C-DI-EBPM-07:CF:BCD_Y_S,0,False
981,bba_offset_x,SR10C-DI-EBPM-07:CF:BBA_X_S,0,False
981,bba_offset_y,SR10C-DI-EBPM-07:CF:BBA_Y_S,0,False
1009,golden_offset_x,SR11C-DI-EBPM-01:CF:GOLDEN_X_S,0,False
1009,golden_offset_y,SR11C-DI-EBPM-01:CF:GOLDEN_Y_S,0,False
1009,bcd_offset_x,SR11C-DI-EBPM-01:CF:BCD_X_S,0,False
1009,bcd_offset_y,SR11C-DI-EBPM-01:CF:BCD_Y_S,0,False
1009,bba_offset_x,SR11C-DI-EBPM-01:CF:BBA_X_S,0,False
1009,bba_offset_y,SR11C-DI-EBPM-01:CF:BBA_Y_S,0,False
1025,golden_offset_x,SR11C-DI-EBPM-02:CF:GOLDEN_X_S,0,False
1025,golden_offset_y,SR11C-DI-EBPM-02:CF:GOLDEN_Y_S,0,False
1025,bcd_offset_x,SR11C-DI-EBPM-02:CF:BCD_X_S,0,False
1025,bcd_offset_y,SR11C-DI-EBPM-02:CF:BCD_Y_S,0,False
1025,bba_offset_x,SR11C-DI-EBPM-02:CF:BBA_X_S,0,False
1025,bba_offset_y,SR11C-DI-EBPM-02:CF:BBA_Y_S,0,False
1031,golden_offset_x,SR11C-DI-EBPM-03:CF:GOLDEN_X_S,0,False
1031,golden_offset_y,SR11C-DI-EBPM-03:CF:GOLDEN_Y_S,0,False
1031,bcd_offset_x,SR11C-DI-EBPM-03:CF:BCD_X_S,0,False
1031,bcd_offset_y,SR11C-DI-EBPM-03:CF:BCD_Y_S,0,False
1031,bba_offset_x,SR11C-DI-EBPM-03:CF:BBA_X_S,0,False
1031,bba_offset_y,SR11C-DI-EBPM-03:CF:BBA_Y_S,0,False
1039,golden_offset_x,SR11C-DI-EBPM-04:CF:GOLDEN_X_S,0,False
1039,golden_offset_y,SR11C-DI-EBPM-04:CF:GOLDEN_Y_S,0,False
1039,bcd_offset_x,SR11C-DI-EBPM-04:CF:BCD_X_S,0,False
1039,bcd_offset_y,SR11C-DI-EBPM-04:CF:BCD_Y_S,0,False
1039,bba_offset_x,SR11C-DI-EBPM-04:CF:BBA_X_S,0,False
1039,bba_offset_y,SR11C-DI-EBPM-04:CF:BBA_Y_S,0,False
1055,golden_offset_x,SR11C-DI-EBPM-05:CF:GOLDEN_X_S,0,False
1055,golden_offset_y,SR11C-DI-EBPM-05:CF:GOLDEN_Y_S,0,False
1055,bcd_offset_x,SR11C-DI-EBPM-05:CF:BCD_X_S,0,False
1055,bcd_offset_y,SR11C-DI-EBPM-05:CF:BCD_Y_S,0,False
1055,bba_offset_x,SR11C-DI-EBPM-05:CF:BBA_X_S,0,False
1055,bba_offset_y,SR11C-DI-EBPM-05:CF:BBA_Y_S,0,False
1065,golden_offset_x,SR11C-DI-EBPM-06:CF:GOLDEN_X_S,0,False
1065,golden_offset_y,SR11C-DI-EBPM-06:CF:GOLDEN_Y_S,0,False
1065,bcd_offset_x,SR11C-DI-EBPM-06:CF:BCD_X_S,0,False
1065,bcd_offset_y,SR11C-DI-EBPM-06:CF:BCD_Y_S,0,False
1065,bba_offset_x,SR11C-DI-EBPM-06:CF:BBA_X_S,0,False
1065,bba_offset_y,SR11C-DI-EBPM-06:CF:BBA_Y_S,0,False
1075,golden_offset_x,SR11C-DI-EBPM-07:CF:GOLDEN_X_S,0,False
1075,golden_offset_y,SR11C-DI-EBPM-07:CF:GOLDEN_Y_S,0,False
1075,bcd_offset_x,SR11C-DI-EBPM-07:CF:BCD_X_S,0,False
1075,bcd_offset_y,SR11C-DI-EBPM-07:CF:BCD_Y_S,0,False
1075,bba_offset_x,SR11C-DI-EBPM-07:CF:BBA_X_S,0,False
1075,bba_offset_y,SR11C-DI-EBPM-07:CF:BBA_Y_S,0,False
1090,golden_offset_x,SR12C-DI-EBPM-01:CF:GOLDEN_X_S,0,False
1090,golden_offset_y,SR12C-DI-EBPM-01:CF:GOLDEN_Y_S,0,False
1090,bcd_offset_x,SR12C-DI-EBPM-01:CF:BCD_X_S,0,False
1090,bcd_offset_y,SR12C-DI-EBPM-01:CF:BCD_Y_S,0,False
1090,bba_offset_x,SR12C-DI-EBPM-01:CF:BBA_X_S,0,False
1090,bba_offset_y,SR12C-DI-EBPM-01:CF:BBA_Y_S,0,False
1106,golden_offset_x,SR12C-DI-EBPM-02:CF:GOLDEN_X_S,0,False
1106,golden_offset_y,SR12C-DI-EBPM-02:CF:GOLDEN_Y_S,0,False
1106,bcd_offset_x,SR12C-DI-EBPM-02:CF:BCD_X_S,0,False
1106,bcd_offset_y,SR12C-DI-EBPM-02:CF:BCD_Y_S,0,False
1106,bba_offset_x,SR12C-DI-EBPM-02:CF:BBA_X_S,0,False
1106,bba_offset_y,SR12C-DI-EBPM-02:CF:BBA_Y_S,0,False
1112,golden_offset_x,SR12C-DI-EBPM-03:CF:GOLDEN_X_S,0,False
1112,golden_offset_y,SR12C-DI-EBPM-03:CF:GOLDEN_Y_S,0,False
1112,bcd_offset_x,SR12C-DI-EBPM-03:CF:BCD_X_S,0,False
1112,bcd_offset_y,SR12C-DI-EBPM-03:CF:BCD_Y_S,0,False
1112,bba_offset_x,SR12C-DI-EBPM-03:CF:BBA_X_S,0,False
1112,bba_offset_y,SR12C-DI-EBPM-03:CF:BBA_Y_S,0,False
1120,golden_offset_x,SR12C-DI-EBPM-04:CF:GOLDEN_X_S,0,False
1120,golden_offset_y,SR12C-DI-EBPM-04:CF:GOLDEN_Y_S,0,False
1120,bcd_offset_x,SR12C-DI-EBPM-04:CF:BCD_X_S,0,False
1120,bcd_offset_y,SR12C-DI-EBPM-04:CF:BCD_Y_S,0,False
1120,bba_offset_x,SR12C-DI-EBPM-04:CF:BBA_X_S,0,False
1120,bba_offset_y,SR12C-DI-EBPM-04:CF:BBA_Y_S,0,False
1134,golden_offset_x,SR12C-DI-EBPM-05:CF:GOLDEN_X_S,0,False
1134,golden_offset_y,SR12C-DI-EBPM-05:CF:GOLDEN_Y_S,0,False
1134,bcd_offset_x,SR12C-DI-EBPM-05:CF:BCD_X_S,0,False
1134,bcd_offset_y,SR12C-DI-EBPM-05:CF:BCD_Y_S,0,False
1134,bba_offset_x,SR12C-DI-EBPM-05:CF:BBA_X_S,0,False
1134,bba_offset_y,SR12C-DI-EBPM-05:CF:BBA_Y_S,0,False
1144,golden_offset_x,SR12C-DI-EBPM-06:CF:GOLDEN_X_S,0,False
1144,golden_offset_y,SR12C-DI-EBPM-06:CF:GOLDEN_Y_S,0,False
1144,bcd_offset_x,SR12C-DI-EBPM-06:CF:BCD_X_S,0,False
1144,bcd_offset_y,SR12C-DI-EBPM-06:CF:BCD_Y_S,0,False
1144,bba_offset_x,SR12C-DI-EBPM-06:CF:BBA_X_S,0,False
1144,bba_offset_y,SR12C-DI-EBPM-06:CF:BBA_Y_S,0,False
1160,golden_offset_x,SR12C-DI-EBPM-07:CF:GOLDEN_X_S,0,False
1160,golden_offset_y,SR12C-DI-EBPM-07:CF:GOLDEN_Y_S,0,False
1160,bcd_offset_x,SR12C-DI-EBPM-07:CF:BCD_X_S,0,False
1160,bcd_offset_y,SR12C-DI-EBPM-07:CF:BCD_Y_S,0,False
1160,bba_offset_x,SR12C-DI-EBPM-07:CF:BBA_X_S,0,False
1160,bba_offset_y,SR12C-DI-EBPM-07:CF:BBA_Y_S,0,False
1172,golden_offset_x,SR13S-DI-EBPM-01:CF:GOLDEN_X_S,0,False
1172,golden_offset_y,SR13S-DI-EBPM-01:CF:GOLDEN_Y_S,0,False
1172,bcd_offset_x,SR13S-DI-EBPM-01:CF:BCD_X_S,0,False
1172,bcd_offset_y,SR13S-DI-EBPM-01:CF:BCD_Y_S,0,False
1172,bba_offset_x,SR13S-DI-EBPM-01:CF:BBA_X_S,0,False
1172,bba_offset_y,SR13S-DI-EBPM-01:CF:BBA_Y_S,0,False
1185,golden_offset_x,SR13S-DI-EBPM-02:CF:GOLDEN_X_S,0,False
1185,golden_offset_y,SR13S-DI-EBPM-02:CF:GOLDEN_Y_S,0,False
1185,bcd_offset_x,SR13S-DI-EBPM-02:CF:BCD_X_S,0,False
1185,bcd_offset_y,SR13S-DI-EBPM-02:CF:BCD_Y_S,0,False
1185,bba_offset_x,SR13S-DI-EBPM-02:CF:BBA_X_S,0,False
1185,bba_offset_y,SR13S-DI-EBPM-02:CF:BBA_Y_S,0,False
1200,golden_offset_x,SR13C-DI-EBPM-01:CF:GOLDEN_X_S,0,False
1200,golden_offset_y,SR13C-DI-EBPM-01:CF:GOLDEN_Y_S,0,False
1200,bcd_offset_x,SR13C-DI-EBPM-01:CF:BCD_X_S,0,False
1200,bcd_offset_y,SR13C-DI-EBPM-01:CF:BCD_Y_S,0,False
1200,bba_offset_x,SR13C-DI-EBPM-01:CF:BBA_X_S,0,False
1200,bba_offset_y,SR13C-DI-EBPM-01:CF:BBA_Y_S,0,False
1222,golden_offset_x,SR13C-DI-EBPM-02:CF:GOLDEN_X_S,0,False
1222,golden_offset_y,SR13C-DI-EBPM-02:CF:GOLDEN_Y_S,0,False
1222,bcd_offset_x,SR13C-DI-EBPM-02:CF:BCD_X_S,0,False
1222,bcd_offset_y,SR13C-DI-EBPM-02:CF:BCD_Y_S,0,False
1222,bba_offset_x,SR13C-DI-EBPM-02:CF:BBA_X_S,0,False
1222,bba_offset_y,SR13C-DI-EBPM-02:CF:BBA_Y_S,0,False
1228,golden_offset_x,SR13C-DI-EBPM-03:CF:GOLDEN_X_S,0,False
1228,golden_offset_y,SR13C-DI-EBPM-03:CF:GOLDEN_Y_S,0,False
1228,bcd_offset_x,SR13C-DI-EBPM-03:CF:BCD_X_S,0,False
1228,bcd_offset_y,SR13C-DI-EBPM-03:CF:BCD_Y_S,0,False
1228,bba_offset_x,SR13C-DI-EBPM-03:CF:BBA_X_S,0,False
1228,bba_offset_y,SR13C-DI-EBPM-03:CF:BBA_Y_S,0,False
1236,golden_offset_x,SR13C-DI-EBPM-04:CF:GOLDEN_X_S,0,False
1236,golden_offset_y,SR13C-DI-EBPM-04:CF:GOLDEN_Y_S,0,False
1236,bcd_offset_x,SR13C-DI-EBPM-04:CF:BCD_X_S,0,False
1236,bcd_offset_y,SR13C-DI-EBPM-04:CF:BCD_Y_S,0,False
1236,bba_offset_x,SR13C-DI-EBPM-04:CF:BBA_X_S,0,False
1236,bba_offset_y,SR13C-DI-EBPM-04:CF:BBA_Y_S,0,False
1250,golden_offset_x,SR13C-DI-EBPM-05:CF:GOLDEN_X_S,0,False
1250,golden_offset_y,SR13C-DI-EBPM-05:CF:GOLDEN_Y_S,0,False
1250,bcd_offset_x,SR13C-DI-EBPM-05:CF:BCD_X_S,0,False
1250,bcd_offset_y,SR13C-DI-EBPM-05:CF:BCD_Y_S,0,False
1250,bba_offset_x,SR13C-DI-EBPM-05:CF:BBA_X_S,0,False
1250,bba_offset_y,SR13C-DI-EBPM-05:CF:BBA_Y_S,0,False
1260,golden_offset_x,SR13C-DI-EBPM-06:CF:GOLDEN_X_S,0,False
1260,golden_offset_y,SR13C-DI-EBPM-06:CF:GOLDEN_Y_S,0,False
1260,bcd_offset_x,SR13C-DI-EBPM-06:CF:BCD_X_S,0,False
1260,bcd_offset_y,SR13C-DI-EBPM-06:CF:BCD_Y_S,0,False
1260,bba_offset_x,SR13C-DI-EBPM-06:CF:BBA_X_S,0,False
1260,bba_offset_y,SR13C-DI-EBPM-06:CF:BBA_Y_S,0,False
1270,golden_offset_x,SR13C-DI-EBPM-07:CF:GOLDEN_X_S,0,False
1270,golden_offset_y,SR13C-DI-EBPM-07:CF:GOLDEN_Y_S,0,False
1270,bcd_offset_x,SR13C-DI-EBPM-07:CF:BCD_X_S,0,False
1270,bcd_offset_y,SR13C-DI-EBPM-07:CF:BCD_Y_S,0,False
1270,bba_offset_x,SR13C-DI-EBPM-07:CF:BBA_X_S,0,False
1270,bba_offset_y,SR13C-DI-EBPM-07:CF:BBA_Y_S,0,False
1284,golden_offset_x,SR14C-DI-EBPM-01:CF:GOLDEN_X_S,0,False
1284,golden_offset_y,SR14C-DI-EBPM-01:CF:GOLDEN_Y_S,0,False
1284,bcd_offset_x,SR14C-DI-EBPM-01:CF:BCD_X_S,0,False
1284,bcd_offset_y,SR14C-DI-EBPM-01:CF:BCD_Y_S,0,False
1284,bba_offset_x,SR14C-DI-EBPM-01:CF:BBA_X_S,0,False
1284,bba_offset_y,SR14C-DI-EBPM-01:CF:BBA_Y_S,0,False
1300,golden_offset_x,SR14C-DI-EBPM-02:CF:GOLDEN_X_S,0,False
1300,golden_offset_y,SR14C-DI-EBPM-02:CF:GOLDEN_Y_S,0,False
1300,bcd_offset_x,SR14C-DI-EBPM-02:CF:BCD_X_S,0,False
1300,bcd_offset_y,SR14C-DI-EBPM-02:CF:BCD_Y_S,0,False
1300,bba_offset_x,SR14C-DI-EBPM-02:CF:BBA_X_S,0,False
1300,bba_offset_y,SR14C-DI-EBPM-02:CF:BBA_Y_S,0,False
1306,golden_offset_x,SR14C-DI-EBPM-03:CF:GOLDEN_X_S,0,False
1306,golden_offset_y,SR14C-DI-EBPM-03:CF:GOLDEN_Y_S,0,False
1306,bcd_offset_x,SR14C-DI-EBPM-03:CF:BCD_X_S,0,False
1306,bcd_offset_y,SR14C-DI-EBPM-03:CF:BCD_Y_S,0,False
1306,bba_offset_x,SR14C-DI-EBPM-03:CF:BBA_X_S,0,False
1306,bba_offset_y,SR14C-DI-EBPM-03:CF:BBA_Y_S,0,False
1314,golden_offset_x,SR14C-DI-EBPM-04:CF:GOLDEN_X_S,0,False
1314,golden_offset_y,SR14C-DI-EBPM-04:CF:GOLDEN_Y_S,0,False
1314,bcd_offset_x,SR14C-DI-EBPM-04:CF:BCD_X_S,0,False
1314,bcd_offset_y,SR14C-DI-EBPM-04:CF:BCD_Y_S,0,False
1314,bba_offset_x,SR14C-DI-EBPM-04:CF:BBA_X_S,0,False
1314,bba_offset_y,SR14C-DI-EBPM-04:CF:BBA_Y_S,0,False
1328,golden_offset_x,SR14C-DI-EBPM-05:CF:GOLDEN_X_S,0,False
1328,golden_offset_y,SR14C-DI-EBPM-05:CF:GOLDEN_Y_S,0,False
1328,bcd_offset_x,SR14C-DI-EBPM-05:CF:BCD_X_S,0,False
1328,bcd_offset_y,SR14C-DI-EBPM-05:CF:BCD_Y_S,0,False
1328,bba_offset_x,SR14C-DI-EBPM-05:CF:BBA_X_S,0,False
1328,bba_offset_y,SR14C-DI-EBPM-05:CF:BBA_Y_S,0,False
1338,golden_offset_x,SR14C-DI-EBPM-06:CF:GOLDEN_X_S,0,False
1338,golden_offset_y,SR14C-DI-EBPM-06:CF:GOLDEN_Y_S,0,False
1338,bcd_offset_x,SR14C-DI-EBPM-06:CF:BCD_X_S,0,False
1338,bcd_offset_y,SR14C-DI-EBPM-06:CF:BCD_Y_S,0,False
1338,bba_offset_x,SR14C-DI-EBPM-06:CF:BBA_X_S,0,False
1338,bba_offset_y,SR14C-DI-EBPM-06:CF:BBA_Y_S,0,False
1348,golden_offset_x,SR14C-DI-EBPM-07:CF:GOLDEN_X_S,0,False
1348,golden_offset_y,SR14C-DI-EBPM-07:CF:GOLDEN_Y_S,0,False
1348,bcd_offset_x,SR14C-DI-EBPM-07:CF:BCD_X_S,0,False
1348,bcd_offset_y,SR14C-DI-EBPM-07:CF:BCD_Y_S,0,False
1348,bba_offset_x,SR14C-DI-EBPM-07:CF:BBA_X_S,0,False
1348,bba_offset_y,SR14C-DI-EBPM-07:CF:BBA_Y_S,0,False
1363,golden_offset_x,SR15C-DI-EBPM-01:CF:GOLDEN_X_S,0,False
1363,golden_offset_y,SR15C-DI-EBPM-01:CF:GOLDEN_Y_S,0,False
1363,bcd_offset_x,SR15C-DI-EBPM-01:CF:BCD_X_S,0,False
1363,bcd_offset_y,SR15C-DI-EBPM-01:CF:BCD_Y_S,0,False
1363,bba_offset_x,SR15C-DI-EBPM-01:CF:BBA_X_S,0,False
1363,bba_offset_y,SR15C-DI-EBPM-01:CF:BBA_Y_S,0,False
1379,golden_offset_x,SR15C-DI-EBPM-02:CF:GOLDEN_X_S,0,False
1379,golden_offset_y,SR15C-DI-EBPM-02:CF:GOLDEN_Y_S,0,False
1379,bcd_offset_x,SR15C-DI-EBPM-02:CF:BCD_X_S,0,False
1379,bcd_offset_y,SR15C-DI-EBPM-02:CF:BCD_Y_S,0,False
1379,bba_offset_x,SR15C-DI-EBPM-02:CF:BBA_X_S,0,False
1379,bba_offset_y,SR15C-DI-EBPM-02:CF:BBA_Y_S,0,False
1385,golden_offset_x,SR15C-DI-EBPM-03:CF:GOLDEN_X_S,0,False
1385,golden_offset_y,SR15C-DI-EBPM-03:CF:GOLDEN_Y_S,0,False
1385,bcd_offset_x,SR15C-DI-EBPM-03:CF:BCD_X_S,0,False
1385,bcd_offset_y,SR15C-DI-EBPM-03:CF:BCD_Y_S,0,False
1385,bba_offset_x,SR15C-DI-EBPM-03:CF:BBA_X_S,0,False
1385,bba_offset_y,SR15C-DI-EBPM-03:CF:BBA_Y_S,0,False
1393,golden_offset_x,SR15C-DI-EBPM-04:CF:GOLDEN_X_S,0,False
1393,golden_offset_y,SR15C-DI-EBPM-04:CF:GOLDEN_Y_S,0,False
1393,bcd_offset_x,SR15C-DI-EBPM-04:CF:BCD_X_S,0,False
1393,bcd_offset_y,SR15C-DI-EBPM-04:CF:BCD_Y_S,0,False
1393,bba_offset_x,SR15C-DI-EBPM-04:CF:BBA_X_S,0,False
1393,bba_offset_y,SR15C-DI-EBPM-04:CF:BBA_Y_S,0,False
1407,golden_offset_x,SR15C-DI-EBPM-05:CF:GOLDEN_X_S,0,False
1407,golden_offset_y,SR15C-DI-EBPM-05:CF:GOLDEN_Y_S,0,False
1407,bcd_offset_x,SR15C-DI-EBPM-05:CF:BCD_X_S,0,False
1407,bcd_offset_y,SR15C-DI-EBPM-05:CF:BCD_Y_S,0,False
1407,bba_offset_x,SR15C-DI-EBPM-05:CF:BBA_X_S,0,False
1407,bba_offset_y,SR15C-DI-EBPM-05:CF:BBA_Y_S,0,False
1417,golden_offset_x,SR15C-DI-EBPM-06:CF:GOLDEN_X_S,0,False
1417,golden_offset_y,SR15C-DI-EBPM-06:CF:GOLDEN_Y_S,0,False
1417,bcd_offset_x,SR15C-DI-EBPM-06:CF:BCD_X_S,0,False
1417,bcd_offset_y,SR15C-DI-EBPM-06:CF:BCD_Y_S,0,False
1417,bba_offset_x,SR15C-DI-EBPM-06:CF:BBA_X_S,0,False
1417,bba_offset_y,SR15C-DI-EBPM-06:CF:BBA_Y_S,0,False
1427,golden_offset_x,SR15C-DI-EBPM-07:CF:GOLDEN_X_S,0,False
1427,golden_offset_y,SR15C-DI-EBPM-07:CF:GOLDEN_Y_S,0,False
1427,bcd_offset_x,SR15C-DI-EBPM-07:CF:BCD_X_S,0,False
1427,bcd_offset_y,SR15C-DI-EBPM-07:CF:BCD_Y_S,0,False
1427,bba_offset_x,SR15C-DI-EBPM-07:CF:BBA_X_S,0,False
1427,bba_offset_y,SR15C-DI-EBPM-07:CF:BBA_Y_S,0,False
1443,golden_offset_x,SR16C-DI-EBPM-01:CF:GOLDEN_X_S,0,False
1443,golden_offset_y,SR16C-DI-EBPM-01:CF:GOLDEN_Y_S,0,False
1443,bcd_offset_x,SR16C-DI-EBPM-01:CF:BCD_X_S,0,False
1443,bcd_offset_y,SR16C-DI-EBPM-01:CF:BCD_Y_S,0,False
1443,bba_offset_x,SR16C-DI-EBPM-01:CF:BBA_X_S,0,False
1443,bba_offset_y,SR16C-DI-EBPM-01:CF:BBA_Y_S,0,False
1459,golden_offset_x,SR16C-DI-EBPM-02:CF:GOLDEN_X_S,0,False
1459,golden_offset_y,SR16C-DI-EBPM-02:CF:GOLDEN_Y_S,0,False
1459,bcd_offset_x,SR16C-DI-EBPM-02:CF:BCD_X_S,0,False
1459,bcd_offset_y,SR16C-DI-EBPM-02:CF:BCD_Y_S,0,False
1459,bba_offset_x,SR16C-DI-EBPM-02:CF:BBA_X_S,0,False
1459,bba_offset_y,SR16C-DI-EBPM-02:CF:BBA_Y_S,0,False
1465,golden_offset_x,SR16C-DI-EBPM-03:CF:GOLDEN_X_S,0,False
1465,golden_offset_y,SR16C-DI-EBPM-03:CF:GOLDEN_Y_S,0,False
