index,field,pv,value,record_type
386,enabled,SR04C-DI-EBPM-05:CF:ENABLED_S,1,ai
391,error_sum,SR04A-PC-HSTR-06:ERCSUM,0,ai
391,error_sum,SR04A-PC-VSTR-06:ERCSUM,0,ai
391,state,SR04A-PC-HSTR-06:STATE,2,ai
391,state,SR04A-PC-VSTR-06:STATE,2,ai
394,offset,SR04A-PC-Q3D-08:OFFSET1,0,ai
396,enabled,SR04C-DI-EBPM-06:CF:ENABLED_S,1,ai
398,offset,SR04A-PC-Q2D-09:OFFSET1,0,ai
401,error_sum,SR04A-PC-HSTR-07:ERCSUM,0,ai
401,error_sum,SR04A-PC-VSTR-07:ERCSUM,0,ai
401,state,SR04A-PC-HSTR-07:STATE,2,ai
401,state,SR04A-PC-VSTR-07:STATE,2,ai
404,offset,SR04A-PC-Q1D-10:OFFSET1,0,ai
406,enabled,SR04C-DI-EBPM-07:CF:ENABLED_S,1,ai
423,enabled,SR05C-DI-EBPM-01:CF:ENABLED_S,1,ai
425,offset,SR05A-PC-Q1D-01:OFFSET1,0,ai
428,error_sum,SR05A-PC-HSTR-01:ERCSUM,0,ai
428,error_sum,SR05A-PC-VSTR-01:ERCSUM,0,ai
428,state,SR05A-PC-HSTR-01:STATE,2,ai
428,state,SR05A-PC-VSTR-01:STATE,2,ai
431,offset,SR05A-PC-Q2D-02:OFFSET1,0,ai
433,offset,SR05A-PC-Q3D-03:OFFSET1,0,ai
436,error_sum,SR05A-PC-HSTR-02:ERCSUM,0,ai
436,error_sum,SR05A-PC-VSTR-02:ERCSUM,0,ai
436,state,SR05A-PC-HSTR-02:STATE,2,ai
436,state,SR05A-PC-VSTR-02:STATE,2,ai
439,enabled,SR05C-DI-EBPM-02:CF:ENABLED_S,1,ai
445,enabled,SR05C-DI-EBPM-03:CF:ENABLED_S,1,ai
448,error_sum,SR05A-PC-HSTR-03:ERCSUM,0,ai
448,error_sum,SR05A-PC-VSTR-03:ERCSUM,0,ai
448,state,SR05A-PC-HSTR-03:STATE,2,ai
448,state,SR05A-PC-VSTR-03:STATE,2,ai
453,enabled,SR05C-DI-EBPM-04:CF:ENABLED_S,1,ai
456,error_sum,SR05A-PC-HSTR-04:ERCSUM,0,ai
456,error_sum,SR05A-PC-VSTR-04:ERCSUM,0,ai
456,state,SR05A-PC-HSTR-04:STATE,2,ai
456,state,SR05A-PC-VSTR-04:STATE,2,ai
462,error_sum,SR05A-PC-HSTR-05:ERCSUM,0,ai
462,error_sum,SR05A-PC-VSTR-05:ERCSUM,0,ai
462,state,SR05A-PC-HSTR-05:STATE,2,ai
462,state,SR05A-PC-VSTR-05:STATE,2,ai
467,enabled,SR05C-DI-EBPM-05:CF:ENABLED_S,1,ai
472,error_sum,SR05A-PC-HSTR-06:ERCSUM,0,ai
472,error_sum,SR05A-PC-VSTR-06:ERCSUM,0,ai
472,state,SR05A-PC-HSTR-06:STATE,2,ai
472,state,SR05A-PC-VSTR-06:STATE,2,ai
475,offset,SR05A-PC-Q3B-08:OFFSET1,0,ai
477,enabled,SR05C-DI-EBPM-06:CF:ENABLED_S,1,ai
479,offset,SR05A-PC-Q2B-09:OFFSET1,0,ai
482,error_sum,SR05A-PC-HSTR-07:ERCSUM,0,ai
482,error_sum,SR05A-PC-VSTR-07:ERCSUM,0,ai
482,state,SR05A-PC-HSTR-07:STATE,2,ai
482,state,SR05A-PC-VSTR-07:STATE,2,ai
485,offset,SR05A-PC-Q1B-10:OFFSET1,0,ai
