pv,upper,lower
SR14A-PC-SQUAD-03:I,5.0,-5.0
SR14A-PC-SQUAD-03:SETI,5.0,-5.0
SR14A-PC-HSTR-05:I,5.0,-5.0
SR14A-PC-HSTR-05:SETI,5.0,-5.0
SR14A-PC-S2A-05:I,100.0,0.0
SR14A-PC-S2A-05:SETI,100.0,0.0
SR14A-PC-VSTR-05:I,5.0,-5.0
SR14A-PC-VSTR-05:SETI,5.0,-5.0
SR14A-PC-Q2AB-07:I,200.0,0.0
SR14A-PC-Q2AB-07:SETI,200.0,0.0
SR-PC-DIPOL-01:I,1400.0,10.0
SR-PC-DIPOL-01:SETI,1400.0,10.0
SR14A-PC-HSTR-06:I,5.0,-5.0
SR14A-PC-HSTR-06:SETI,5.0,-5.0
SR14A-PC-S2B-06:I,100.0,-100.0
SR14A-PC-S2B-06:SETI,100.0,-100.0
SR14A-PC-VSTR-06:I,5.0,-5.0
SR14A-PC-VSTR-06:SETI,5.0,-5.0
SR14A-PC-Q3B-08:I,200.0,0.0
SR14A-PC-Q3B-08:SETI,200.0,0.0
SR14A-PC-Q2B-09:I,200.0,0.0
SR14A-PC-Q2B-09:SETI,200.0,0.0
SR14A-PC-SQUAD-04:I,5.0,-5.0
SR14A-PC-SQUAD-04:SETI,5.0,-5.0
SR14A-PC-HSTR-07:I,5.0,-5.0
SR14A-PC-HSTR-07:SETI,5.0,-5.0
SR14A-PC-S1B-07:I,100.0,-100.0
SR14A-PC-S1B-07:SETI,100.0,-100.0
SR14A-PC-VSTR-07:I,5.0,-5.0
SR14A-PC-VSTR-07:SETI,5.0,-5.0
SR14A-PC-Q1B-10:I,200.0,0.0
SR14A-PC-Q1B-10:SETI,200.0,0.0
SR15A-PC-Q1B-01:I,200.0,0.0
SR15A-PC-Q1B-01:SETI,200.0,0.0
SR15A-PC-SQUAD-01:I,5.0,-5.0
SR15A-PC-SQUAD-01:SETI,5.0,-5.0
SR15A-PC-HSTR-01:I,5.0,-5.0
SR15A-PC-HSTR-01:SETI,5.0,-5.0
SR15A-PC-S1B-01:I,100.0,-100.0
SR15A-PC-S1B-01:SETI,100.0,-100.0
SR15A-PC-VSTR-01:I,5.0,-5.0
SR15A-PC-VSTR-01:SETI,5.0,-5.0
SR15A-PC-Q2B-02:I,200.0,0.0
SR15A-PC-Q2B-02:SETI,200.0,0.0
SR15A-PC-Q3B-03:I,200.0,0.0
SR15A-PC-Q3B-03:SETI,200.0,0.0
SR15A-PC-HSTR-02:I,5.0,-5.0
SR15A-PC-HSTR-02:SETI,5.0,-5.0
SR15A-PC-S2B-02:I,100.0,-100.0
SR15A-PC-S2B-02:SETI,100.0,-100.0
SR15A-PC-VSTR-02:I,5.0,-5.0
SR15A-PC-VSTR-02:SETI,5.0,-5.0
SR-PC-DIPOL-01:I,1400.0,10.0
SR-PC-DIPOL-01:SETI,1400.0,10.0
SR15A-PC-Q2AB-04:I,200.0,0.0
SR15A-PC-Q2AB-04:SETI,200.0,0.0
SR15A-PC-SQUAD-02:I,5.0,-5.0
SR15A-PC-SQUAD-02:SETI,5.0,-5.0
SR15A-PC-HSTR-03:I,5.0,-5.0
SR15A-PC-HSTR-03:SETI,5.0,-5.0
SR15A-PC-S2A-03:I,100.0,0.0
SR15A-PC-S2A-03:SETI,100.0,0.0
SR15A-PC-VSTR-03:I,5.0,-5.0
SR15A-PC-VSTR-03:SETI,5.0,-5.0
SR15A-PC-Q1AB-05:I,200.0,0.0
SR15A-PC-Q1AB-05:SETI,200.0,0.0
SR15A-PC-HSTR-04:I,5.0,-5.0
SR15A-PC-HSTR-04:SETI,5.0,-5.0
SR15A-PC-S1A-04:I,110.0,0.0
SR15A-PC-S1A-04:SETI,110.0,0.0
SR15A-PC-VSTR-04:I,5.0,-5.0
SR15A-PC-VSTR-04:SETI,5.0,-5.0
SR15A-PC-Q1AB-06:I,200.0,0.0
SR15A-PC-Q1AB-06:SETI,200.0,0.0
SR15A-PC-SQUAD-03:I,5.0,-5.0
SR15A-PC-SQUAD-03:SETI,5.0,-5.0
SR15A-PC-HSTR-05:I,5.0,-5.0
SR15A-PC-HSTR-05:SETI,5.0,-5.0
SR15A-PC-S2A-05:I,100.0,0.0
SR15A-PC-S2A-05:SETI,100.0,0.0
SR15A-PC-VSTR-05:I,5.0,-5.0
SR15A-PC-VSTR-05:SETI,5.0,-5.0
SR15A-PC-Q2AB-07:I,200.0,0.0
SR15A-PC-Q2AB-07:SETI,200.0,0.0
SR-PC-DIPOL-01:I,1400.0,10.0
SR-PC-DIPOL-01:SETI,1400.0,10.0
SR15A-PC-HSTR-06:I,5.0,-5.0
SR15A-PC-HSTR-06:SETI,5.0,-5.0
SR15A-PC-S2B-06:I,100.0,-100.0
SR15A-PC-S2B-06:SETI,100.0,-100.0
SR15A-PC-VSTR-06:I,5.0,-5.0
SR15A-PC-VSTR-06:SETI,5.0,-5.0
SR15A-PC-Q3B-08:I,200.0,0.0
SR15A-PC-Q3B-08:SETI,200.0,0.0
SR15A-PC-Q2B-09:I,200.0,0.0
SR15A-PC-Q2B-09:SETI,200.0,0.0
SR15A-PC-SQUAD-04:I,5.0,-5.0
SR15A-PC-SQUAD-04:SETI,5.0,-5.0
SR15A-PC-HSTR-07:I,5.0,-5.0
SR15A-PC-HSTR-07:SETI,5.0,-5.0
SR15A-PC-S1B-07:I,100.0,-100.0
SR15A-PC-S1B-07:SETI,100.0,-100.0
SR15A-PC-VSTR-07:I,5.0,-5.0
SR15A-PC-VSTR-07:SETI,5.0,-5.0
SR15A-PC-Q1B-10:I,200.0,0.0
SR15A-PC-Q1B-10:SETI,200.0,0.0
SR16A-PC-Q1B-01:I,200.0,0.0
SR16A-PC-Q1B-01:SETI,200.0,0.0
SR16A-PC-SQUAD-01:I,5.0,-5.0
SR16A-PC-SQUAD-01:SETI,5.0,-5.0
SR16A-PC-HSTR-01:I,5.0,-5.0
SR16A-PC-HSTR-01:SETI,5.0,-5.0
SR16A-PC-S1C-01:I,100.0,-100.0
SR16A-PC-S1C-01:SETI,100.0,-100.0
SR16A-PC-VSTR-01:I,5.0,-5.0
SR16A-PC-VSTR-01:SETI,5.0,-5.0
SR16A-PC-Q2B-02:I,200.0,0.0
SR16A-PC-Q2B-02:SETI,200.0,0.0
SR16A-PC-Q3B-03:I,200.0,0.0
SR16A-PC-Q3B-03:SETI,200.0,0.0
SR16A-PC-HSTR-02:I,5.0,-5.0
SR16A-PC-HSTR-02:SETI,5.0,-5.0
SR16A-PC-S2C-02:I,100.0,-100.0
SR16A-PC-S2C-02:SETI,100.0,-100.0
SR16A-PC-VSTR-02:I,5.0,-5.0
SR16A-PC-VSTR-02:SETI,5.0,-5.0
SR-PC-DIPOL-01:I,1400.0,10.0
SR-PC-DIPOL-01:SETI,1400.0,10.0
SR16A-PC-Q2AB-04:I,200.0,0.0
SR16A-PC-Q2AB-04:SETI,200.0,0.0
SR16A-PC-SQUAD-02:I,5.0,-5.0
SR16A-PC-SQUAD-02:SETI,5.0,-5.0
SR16A-PC-HSTR-03:I,5.0,-5.0
SR16A-PC-HSTR-03:SETI,5.0,-5.0
SR16A-PC-S2A-03:I,100.0,0.0
SR16A-PC-S2A-03:SETI,100.0,0.0
SR16A-PC-VSTR-03:I,5.0,-5.0
SR16A-PC-VSTR-03:SETI,5.0,-5.0
SR16A-PC-Q1AB-05:I,200.0,0.0
SR16A-PC-Q1AB-05:SETI,200.0,0.0
SR16A-PC-HSTR-04:I,5.0,-5.0
SR16A-PC-HSTR-04:SETI,5.0,-5.0
SR16A-PC-S1A-04:I,110.0,0.0
SR16A-PC-S1A-04:SETI,110.0,0.0
SR16A-PC-VSTR-04:I,5.0,-5.0
SR16A-PC-VSTR-04:SETI,5.0,-5.0
SR16A-PC-Q1AD-06:I,200.0,0.0
SR16A-PC-Q1AD-06:SETI,200.0,0.0
SR16A-PC-SQUAD-03:I,5.0,-5.0
SR16A-PC-SQUAD-03:SETI,5.0,-5.0
SR16A-PC-HSTR-05:I,5.0,-5.0
SR16A-PC-HSTR-05:SETI,5.0,-5.0
SR16A-PC-S2A-05:I,100.0,0.0
SR16A-PC-S2A-05:SETI,100.0,0.0
SR16A-PC-VSTR-05:I,5.0,-5.0
SR16A-PC-VSTR-05:SETI,5.0,-5.0
SR16A-PC-Q2AD-07:I,200.0,0.0
SR16A-PC-Q2AD-07:SETI,200.0,0.0
SR-PC-DIPOL-01:I,1400.0,10.0
SR-PC-DIPOL-01:SETI,1400.0,10.0
SR16A-PC-HSTR-06:I,5.0,-5.0
SR16A-PC-HSTR-06:SETI,5.0,-5.0
SR16A-PC-S2D-06:I,100.0,-100.0
SR16A-PC-S2D-06:SETI,100.0,-100.0
SR16A-PC-VSTR-06:I,5.0,-5.0
SR16A-PC-VSTR-06:SETI,5.0,-5.0
SR16A-PC-Q3D-08:I,200.0,0.0
SR16A-PC-Q3D-08:SETI,200.0,0.0
SR16A-PC-Q2D-09:I,200.0,0.0
SR16A-PC-Q2D-09:SETI,200.0,0.0
SR16A-PC-SQUAD-04:I,5.0,-5.0
SR16A-PC-SQUAD-04:SETI,5.0,-5.0
SR16A-PC-HSTR-07:I,5.0,-5.0
SR16A-PC-HSTR-07:SETI,5.0,-5.0
SR16A-PC-S1D-07:I,100.0,-100.0
SR16A-PC-S1D-07:SETI,100.0,-100.0
SR16A-PC-VSTR-07:I,5.0,-5.0
SR16A-PC-VSTR-07:SETI,5.0,-5.0
SR16A-PC-Q1D-10:I,200.0,0.0
SR16A-PC-Q1D-10:SETI,200.0,0.0
LI-RF-MOSC-01:FREQ,500000000.0,499000000.0
LI-RF-MOSC-01:FREQ_SET,499687000.0,499677000.0
SR17A-PC-Q1D-01:I,200.0,0.0
SR17A-PC-Q1D-01:SETI,200.0,0.0
SR17A-PC-SQUAD-01:I,5.0,-5.0
SR17A-PC-SQUAD-01:SETI,5.0,-5.0
SR17A-PC-HSTR-01:I,5.0,-5.0
SR17A-PC-HSTR-01:SETI,5.0,-5.0
SR17A-PC-S1D-01:I,100.0,-100.0
SR17A-PC-S1D-01:SETI,100.0,-100.0
SR17A-PC-VSTR-01:I,5.0,-5.0
SR17A-PC-VSTR-01:SETI,5.0,-5.0
SR17A-PC-Q2D-02:I,200.0,0.0
SR17A-PC-Q2D-02:SETI,200.0,0.0
SR17A-PC-Q3D-03:I,200.0,0.0
SR17A-PC-Q3D-03:SETI,200.0,0.0
SR17A-PC-HSTR-02:I,5.0,-5.0
SR17A-PC-HSTR-02:SETI,5.0,-5.0
SR17A-PC-S2D-02:I,100.0,-100.0
SR17A-PC-S2D-02:SETI,100.0,-100.0
SR17A-PC-VSTR-02:I,5.0,-5.0
SR17A-PC-VSTR-02:SETI,5.0,-5.0
SR-PC-DIPOL-01:I,1400.0,10.0
SR-PC-DIPOL-01:SETI,1400.0,10.0
SR17A-PC-Q2AD-04:I,200.0,0.0
SR17A-PC-Q2AD-04:SETI,200.0,0.0
SR17A-PC-SQUAD-02:I,5.0,-5.0
SR17A-PC-SQUAD-02:SETI,5.0,-5.0
SR17A-PC-HSTR-03:I,5.0,-5.0
SR17A-PC-HSTR-03:SETI,5.0,-5.0
SR17A-PC-S2A-03:I,100.0,0.0
SR17A-PC-S2A-03:SETI,100.0,0.0
SR17A-PC-VSTR-03:I,5.0,-5.0
SR17A-PC-VSTR-03:SETI,5.0,-5.0
SR17A-PC-Q1AD-05:I,200.0,0.0
SR17A-PC-Q1AD-05:SETI,200.0,0.0
SR17A-PC-HSTR-04:I,5.0,-5.0
SR17A-PC-HSTR-04:SETI,5.0,-5.0
SR17A-PC-S1A-04:I,110.0,0.0
SR17A-PC-S1A-04:SETI,110.0,0.0
SR17A-PC-VSTR-04:I,5.0,-5.0
SR17A-PC-VSTR-04:SETI,5.0,-5.0
SR17A-PC-Q1AB-06:I,200.0,0.0
SR17A-PC-Q1AB-06:SETI,200.0,0.0
SR17A-PC-SQUAD-03:I,5.0,-5.0
SR17A-PC-SQUAD-03:SETI,5.0,-5.0
SR17A-PC-HSTR-05:I,5.0,-5.0
SR17A-PC-HSTR-05:SETI,5.0,-5.0
SR17A-PC-S2A-05:I,100.0,0.0
SR17A-PC-S2A-05:SETI,100.0,0.0
SR17A-PC-VSTR-05:I,5.0,-5.0
SR17A-PC-VSTR-05:SETI,5.0,-5.0
SR17A-PC-Q2AB-07:I,200.0,0.0
SR17A-PC-Q2AB-07:SETI,200.0,0.0
SR-PC-DIPOL-01:I,1400.0,10.0
SR-PC-DIPOL-01:SETI,1400.0,10.0
SR17A-PC-HSTR-06:I,5.0,-5.0
SR17A-PC-HSTR-06:SETI,5.0,-5.0
SR17A-PC-S2C-06:I,100.0,-100.0
SR17A-PC-S2C-06:SETI,100.0,-100.0
SR17A-PC-VSTR-06:I,5.0,-5.0
SR17A-PC-VSTR-06:SETI,5.0,-5.0
SR17A-PC-Q3B-08:I,200.0,0.0
SR17A-PC-Q3B-08:SETI,200.0,0.0
SR17A-PC-Q2B-09:I,200.0,0.0
SR17A-PC-Q2B-09:SETI,200.0,0.0
SR17A-PC-SQUAD-04:I,5.0,-5.0
SR17A-PC-SQUAD-04:SETI,5.0,-5.0
SR17A-PC-HSTR-07:I,5.0,-5.0
SR17A-PC-HSTR-07:SETI,5.0,-5.0
SR17A-PC-S1C-07:I,100.0,-100.0
SR17A-PC-S1C-07:SETI,100.0,-100.0
SR17A-PC-VSTR-07:I,5.0,-5.0
SR17A-PC-VSTR-07:SETI,5.0,-5.0
SR17A-PC-Q1B-10:I,200.0,0.0
SR17A-PC-Q1B-10:SETI,200.0,0.0
SR18A-PC-Q1B-01:I,200.0,0.0
SR18A-PC-Q1B-01:SETI,200.0,0.0
SR18A-PC-SQUAD-01:I,5.0,-5.0
SR18A-PC-SQUAD-01:SETI,5.0,-5.0
SR18A-PC-HSTR-01:I,5.0,-5.0
SR18A-PC-HSTR-01:SETI,5.0,-5.0
SR18A-PC-S1B-01:I,100.0,-100.0
SR18A-PC-S1B-01:SETI,100.0,-100.0
SR18A-PC-VSTR-01:I,5.0,-5.0
SR18A-PC-VSTR-01:SETI,5.0,-5.0
SR18A-PC-Q2B-02:I,200.0,0.0
SR18A-PC-Q2B-02:SETI,200.0,0.0
SR18A-PC-Q3B-03:I,200.0,0.0
SR18A-PC-Q3B-03:SETI,200.0,0.0
SR18A-PC-HSTR-02:I,5.0,-5.0
SR18A-PC-HSTR-02:SETI,5.0,-5.0
SR18A-PC-S2B-02:I,100.0,-100.0
SR18A-PC-S2B-02:SETI,100.0,-100.0
SR18A-PC-VSTR-02:I,5.0,-5.0
SR18A-PC-VSTR-02:SETI,5.0,-5.0
SR-PC-DIPOL-01:I,1400.0,10.0
SR-PC-DIPOL-01:SETI,1400.0,10.0
SR18A-PC-Q2AB-04:I,200.0,0.0
SR18A-PC-Q2AB-04:SETI,200.0,0.0
SR18A-PC-SQUAD-02:I,5.0,-5.0
SR18A-PC-SQUAD-02:SETI,5.0,-5.0
SR18A-PC-HSTR-03:I,5.0,-5.0
SR18A-PC-HSTR-03:SETI,5.0,-5.0
SR18A-PC-S2A-03:I,100.0,0.0
SR18A-PC-S2A-03:SETI,100.0,0.0
SR18A-PC-VSTR-03:I,5.0,-5.0
SR18A-PC-VSTR-03:SETI,5.0,-5.0
SR18A-PC-Q1AB-05:I,200.0,0.0
SR18A-PC-Q1AB-05:SETI,200.0,0.0
SR18A-PC-HSTR-04:I,5.0,-5.0
SR18A-PC-HSTR-04:SETI,5.0,-5.0
SR18A-PC-S1A-04:I,110.0,0.0
SR18A-PC-S1A-04:SETI,110.0,0.0
SR18A-PC-VSTR-04:I,5.0,-5.0
SR18A-PC-VSTR-04:SETI,5.0,-5.0
SR18A-PC-Q1AB-06:I,200.0,0.0
SR18A-PC-Q1AB-06:SETI,200.0,0.0
SR18A-PC-SQUAD-03:I,5.0,-5.0
SR18A-PC-SQUAD-03:SETI,5.0,-5.0
SR18A-PC-HSTR-05:I,5.0,-5.0
SR18A-PC-HSTR-05:SETI,5.0,-5.0
SR18A-PC-S2A-05:I,100.0,0.0
SR18A-PC-S2A-05:SETI,100.0,0.0
SR18A-PC-VSTR-05:I,5.0,-5.0
SR18A-PC-VSTR-05:SETI,5.0,-5.0
SR18A-PC-Q2AB-07:I,200.0,0.0
SR18A-PC-Q2AB-07:SETI,200.0,0.0
SR-PC-DIPOL-01:I,1400.0,10.0
SR-PC-DIPOL-01:SETI,1400.0,10.0
SR18A-PC-HSTR-06:I,5.0,-5.0
SR18A-PC-HSTR-06:SETI,5.0,-5.0
SR18A-PC-S2B-06:I,100.0,-100.0
SR18A-PC-S2B-06:SETI,100.0,-100.0
SR18A-PC-VSTR-06:I,5.0,-5.0
SR18A-PC-VSTR-06:SETI,5.0,-5.0
SR18A-PC-Q3B-08:I,200.0,0.0
SR18A-PC-Q3B-08:SETI,200.0,0.0
SR18A-PC-Q2B-09:I,200.0,0.0
SR18A-PC-Q2B-09:SETI,200.0,0.0
SR18A-PC-SQUAD-04:I,5.0,-5.0
SR18A-PC-SQUAD-04:SETI,5.0,-5.0
SR18A-PC-HSTR-07:I,5.0,-5.0
SR18A-PC-HSTR-07:SETI,5.0,-5.0
SR18A-PC-S1B-07:I,100.0,-100.0
SR18A-PC-S1B-07:SETI,100.0,-100.0
SR18A-PC-VSTR-07:I,5.0,-5.0
SR18A-PC-VSTR-07:SETI,5.0,-5.0
SR18A-PC-Q1B-10:I,200.0,0.0
SR18A-PC-Q1B-10:SETI,200.0,0.0
SR19A-PC-Q1B-01:I,200.0,0.0
SR19A-PC-Q1B-01:SETI,200.0,0.0
SR19A-PC-SQUAD-01:I,5.0,-5.0
SR19A-PC-SQUAD-01:SETI,5.0,-5.0
SR19A-PC-HSTR-01:I,5.0,-5.0
SR19A-PC-HSTR-01:SETI,5.0,-5.0
SR19A-PC-S1B-01:I,100.0,-100.0
SR19A-PC-S1B-01:SETI,100.0,-100.0
SR19A-PC-VSTR-01:I,5.0,-5.0
SR19A-PC-VSTR-01:SETI,5.0,-5.0
SR19A-PC-Q2B-02:I,200.0,0.0
SR19A-PC-Q2B-02:SETI,200.0,0.0
SR19A-PC-Q3B-03:I,200.0,0.0
SR19A-PC-Q3B-03:SETI,200.0,0.0
SR19A-PC-HSTR-02:I,5.0,-5.0
SR19A-PC-HSTR-02:SETI,5.0,-5.0
SR19A-PC-S2B-02:I,100.0,-100.0
SR19A-PC-S2B-02:SETI,100.0,-100.0
SR19A-PC-VSTR-02:I,5.0,-5.0
SR19A-PC-VSTR-02:SETI,5.0,-5.0
SR-PC-DIPOL-01:I,1400.0,10.0
SR-PC-DIPOL-01:SETI,1400.0,10.0
SR19A-PC-Q2AB-04:I,200.0,0.0
SR19A-PC-Q2AB-04:SETI,200.0,0.0
SR19A-PC-SQUAD-02:I,5.0,-5.0
SR19A-PC-SQUAD-02:SETI,5.0,-5.0
SR19A-PC-HSTR-03:I,5.0,-5.0
SR19A-PC-HSTR-03:SETI,5.0,-5.0
SR19A-PC-S2A-03:I,100.0,0.0
SR19A-PC-S2A-03:SETI,100.0,0.0
SR19A-PC-VSTR-03:I,5.0,-5.0
SR19A-PC-VSTR-03:SETI,5.0,-5.0
SR19A-PC-Q1AB-05:I,200.0,0.0
SR19A-PC-Q1AB-05:SETI,200.0,0.0
SR19A-PC-HSTR-04:I,5.0,-5.0
SR19A-PC-HSTR-04:SETI,5.0,-5.0
SR19A-PC-S1A-04:I,110.0,0.0
SR19A-PC-S1A-04:SETI,110.0,0.0
SR19A-PC-VSTR-04:I,5.0,-5.0
SR19A-PC-VSTR-04:SETI,5.0,-5.0
SR19A-PC-Q1AB-06:I,200.0,0.0
SR19A-PC-Q1AB-06:SETI,200.0,0.0
SR19A-PC-SQUAD-03:I,5.0,-5.0
SR19A-PC-SQUAD-03:SETI,5.0,-5.0
SR19A-PC-HSTR-05:I,5.0,-5.0
SR19A-PC-HSTR-05:SETI,5.0,-5.0
SR19A-PC-S2A-05:I,100.0,0.0
SR19A-PC-S2A-05:SETI,100.0,0.0
SR19A-PC-VSTR-05:I,5.0,-5.0
SR19A-PC-VSTR-05:SETI,5.0,-5.0
SR19A-PC-Q2AB-07:I,200.0,0.0
SR19A-PC-Q2AB-07:SETI,200.0,0.0
SR-PC-DIPOL-01:I,1400.0,10.0
SR-PC-DIPOL-01:SETI,1400.0,10.0
SR19A-PC-HSTR-06:I,5.0,-5.0
SR19A-PC-HSTR-06:SETI,5.0,-5.0
SR19A-PC-S2B-06:I,100.0,-100.0
SR19A-PC-S2B-06:SETI,100.0,-100.0
SR19A-PC-VSTR-06:I,5.0,-5.0
SR19A-PC-VSTR-06:SETI,5.0,-5.0
SR19A-PC-Q3B-08:I,200.0,0.0
SR19A-PC-Q3B-08:SETI,200.0,0.0
SR19A-PC-Q2B-09:I,200.0,0.0
SR19A-PC-Q2B-09:SETI,200.0,0.0
SR19A-PC-SQUAD-04:I,5.0,-5.0
SR19A-PC-SQUAD-04:SETI,5.0,-5.0
SR19A-PC-HSTR-07:I,5.0,-5.0
SR19A-PC-HSTR-07:SETI,5.0,-5.0
SR19A-PC-S1B-07:I,100.0,-100.0
SR19A-PC-S1B-07:SETI,100.0,-100.0
SR19A-PC-VSTR-07:I,5.0,-5.0
SR19A-PC-VSTR-07:SETI,5.0,-5.0
SR19A-PC-Q1B-10:I,200.0,0.0
SR19A-PC-Q1B-10:SETI,200.0,0.0
SR20A-PC-Q1B-01:I,200.0,0.0
SR20A-PC-Q1B-01:SETI,200.0,0.0
SR20A-PC-SQUAD-01:I,5.0,-5.0
SR20A-PC-SQUAD-01:SETI,5.0,-5.0
SR20A-PC-HSTR-01:I,5.0,-5.0
SR20A-PC-HSTR-01:SETI,5.0,-5.0
SR20A-PC-S1C-01:I,100.0,-100.0
SR20A-PC-S1C-01:SETI,100.0,-100.0
SR20A-PC-VSTR-01:I,5.0,-5.0
SR20A-PC-VSTR-01:SETI,5.0,-5.0
SR20A-PC-Q2B-02:I,200.0,0.0
SR20A-PC-Q2B-02:SETI,200.0,0.0
SR20A-PC-Q3B-03:I,200.0,0.0
SR20A-PC-Q3B-03:SETI,200.0,0.0
SR20A-PC-HSTR-02:I,5.0,-5.0
SR20A-PC-HSTR-02:SETI,5.0,-5.0
SR20A-PC-S2C-02:I,100.0,-100.0
SR20A-PC-S2C-02:SETI,100.0,-100.0
SR20A-PC-VSTR-02:I,5.0,-5.0
SR20A-PC-VSTR-02:SETI,5.0,-5.0
SR-PC-DIPOL-01:I,1400.0,10.0
SR-PC-DIPOL-01:SETI,1400.0,10.0
SR20A-PC-Q2AB-04:I,200.0,0.0
SR20A-PC-Q2AB-04:SETI,200.0,0.0
SR20A-PC-SQUAD-02:I,5.0,-5.0
SR20A-PC-SQUAD-02:SETI,5.0,-5.0
SR20A-PC-HSTR-03:I,5.0,-5.0
SR20A-PC-HSTR-03:SETI,5.0,-5.0
SR20A-PC-S2A-03:I,100.0,0.0
SR20A-PC-S2A-03:SETI,100.0,0.0
SR20A-PC-VSTR-03:I,5.0,-5.0
SR20A-PC-VSTR-03:SETI,5.0,-5.0
SR20A-PC-Q1AB-05:I,200.0,0.0
SR20A-PC-Q1AB-05:SETI,200.0,0.0
SR20A-PC-HSTR-04:I,5.0,-5.0
SR20A-PC-HSTR-04:SETI,5.0,-5.0
SR20A-PC-S1A-04:I,110.0,0.0
SR20A-PC-S1A-04:SETI,110.0,0.0
SR20A-PC-VSTR-04:I,5.0,-5.0
SR20A-PC-VSTR-04:SETI,5.0,-5.0
SR20A-PC-Q1AD-06:I,200.0,0.0
SR20A-PC-Q1AD-06:SETI,200.0,0.0
SR20A-PC-SQUAD-03:I,5.0,-5.0
SR20A-PC-SQUAD-03:SETI,5.0,-5.0
SR20A-PC-HSTR-05:I,5.0,-5.0
SR20A-PC-HSTR-05:SETI,5.0,-5.0
SR20A-PC-S2A-05:I,100.0,0.0
SR20A-PC-S2A-05:SETI,100.0,0.0
SR20A-PC-VSTR-05:I,5.0,-5.0
SR20A-PC-VSTR-05:SETI,5.0,-5.0
SR20A-PC-Q2AD-07:I,200.0,0.0
SR20A-PC-Q2AD-07:SETI,200.0,0.0
SR-PC-DIPOL-01:I,1400.0,10.0
SR-PC-DIPOL-01:SETI,1400.0,10.0
SR20A-PC-HSTR-06:I,5.0,-5.0
SR20A-PC-HSTR-06:SETI,5.0,-5.0
SR20A-PC-S2D-06:I,100.0,-100.0
SR20A-PC-S2D-06:SETI,100.0,-100.0
SR20A-PC-VSTR-06:I,5.0,-5.0
SR20A-PC-VSTR-06:SETI,5.0,-5.0
SR20A-PC-Q3D-08:I,200.0,0.0
SR20A-PC-Q3D-08:SETI,200.0,0.0
SR20A-PC-Q2D-09:I,200.0,0.0
SR20A-PC-Q2D-09:SETI,200.0,0.0
SR20A-PC-SQUAD-04:I,5.0,-5.0
SR20A-PC-SQUAD-04:SETI,5.0,-5.0
SR20A-PC-HSTR-07:I,5.0,-5.0
SR20A-PC-HSTR-07:SETI,5.0,-5.0
SR20A-PC-S1D-07:I,100.0,-100.0
SR20A-PC-S1D-07:SETI,100.0,-100.0
SR20A-PC-VSTR-07:I,5.0,-5.0
SR20A-PC-VSTR-07:SETI,5.0,-5.0
SR20A-PC-Q1D-10:I,200.0,0.0
SR20A-PC-Q1D-10:SETI,200.0,0.0
SR21A-PC-Q1D-01:I,200.0,0.0
SR21A-PC-Q1D-01:SETI,200.0,0.0
SR21A-PC-SQUAD-01:I,5.0,-5.0
SR21A-PC-SQUAD-01:SETI,5.0,-5.0
SR21A-PC-HSTR-01:I,5.0,-5.0
SR21A-PC-HSTR-01:SETI,5.0,-5.0
SR21A-PC-S1D-01:I,100.0,-100.0
SR21A-PC-S1D-01:SETI,100.0,-100.0
SR21A-PC-VSTR-01:I,5.0,-5.0
SR21A-PC-VSTR-01:SETI,5.0,-5.0
SR21A-PC-Q2D-02:I,200.0,0.0
SR21A-PC-Q2D-02:SETI,200.0,0.0
SR21A-PC-Q3D-03:I,200.0,0.0
SR21A-PC-Q3D-03:SETI,200.0,0.0
SR21A-PC-HSTR-02:I,5.0,-5.0
SR21A-PC-HSTR-02:SETI,5.0,-5.0
SR21A-PC-S2D-02:I,100.0,-100.0
SR21A-PC-S2D-02:SETI,100.0,-100.0
SR21A-PC-VSTR-02:I,5.0,-5.0
SR21A-PC-VSTR-02:SETI,5.0,-5.0
SR-PC-DIPOL-01:I,1400.0,10.0
SR-PC-DIPOL-01:SETI,1400.0,10.0
SR21A-PC-Q2AD-04:I,200.0,0.0
SR21A-PC-Q2AD-04:SETI,200.0,0.0
SR21A-PC-SQUAD-02:I,5.0,-5.0
SR21A-PC-SQUAD-02:SETI,5.0,-5.0
SR21A-PC-HSTR-03:I,5.0,-5.0
SR21A-PC-HSTR-03:SETI,5.0,-5.0
SR21A-PC-S2A-03:I,100.0,0.0
SR21A-PC-S2A-03:SETI,100.0,0.0
SR21A-PC-VSTR-03:I,5.0,-5.0
SR21A-PC-VSTR-03:SETI,5.0,-5.0
SR21A-PC-Q1AD-05:I,200.0,0.0
SR21A-PC-Q1AD-05:SETI,200.0,0.0
SR21A-PC-HSTR-04:I,5.0,-5.0
SR21A-PC-HSTR-04:SETI,5.0,-5.0
SR21A-PC-S1A-04:I,110.0,0.0
SR21A-PC-S1A-04:SETI,110.0,0.0
SR21A-PC-VSTR-04:I,5.0,-5.0
SR21A-PC-VSTR-04:SETI,5.0,-5.0
SR21A-PC-Q1AB-06:I,200.0,0.0
SR21A-PC-Q1AB-06:SETI,200.0,0.0
SR21A-PC-SQUAD-03:I,5.0,-5.0
SR21A-PC-SQUAD-03:SETI,5.0,-5.0
SR21A-PC-HSTR-05:I,5.0,-5.0
SR21A-PC-HSTR-05:SETI,5.0,-5.0
SR21A-PC-S2A-05:I,100.0,0.0
